"Runs";"Prev_farm_type";"Prev_wfp_ext.min";"Prev_wfp_ext.max";"Prev_wfp_col_base";"C_barn";"F_cross_trans";"F_transp";"C_prod_n";"Amount_fec";"N_transp";"N_contact";"C_prod.min";"C_prod.max";"F_scald_soft";"a_df";"b_df";"F_df";"P_cross_df_p";"P_cross_df_n";"C_caecal";"P_cross_ev_p";"F_ev";"wash_type";"F_wash_IOBW";"F_wash_PE";"F_wash_adj";"F_chill";"Prop_cm";"P_skin";"P_cut_vis";"spill_weight";"Prop_product";"T_growth_min";"T_growth_opt";"F_pack";"F_freezer";"Time_gen_min";"C_MPD";"Carcass_size_mean";"Carcass_size_sd";"Breast_size_mean";"Breast_size_sd";"Prop_carc_yield";"Time_retail";"Time_trans";"Time_fridge";"T_retail";"T_post_trans";"T_fridge";"Prop_breast_MAP";"Prop_carcass_fresh";"Prop_protec";"DR_omega";"DR_alpha";"P_undercook";"D_value_alpha";"D_value_beta";"Time_protec";"T_protec";"Prev_f";"B_flock_status";"Prev_wfp_col";"C_btp";"Prev_wfp_ext";"P_ccbf";"P_ccwf";"P_pos";"Prev_prod";"C_prod";"Prev_scald";"Prop_scald";"C_scald";"N_df_add";"C_cross_df";"B_cross_df_01";"Prop_neg_df";"Prev_df";"C_conta_df";"C_df";"B_vis_cut";"B_bird_col";"C_spill_cfu";"C_vis_cut";"P_cross_ev_n";"Prop_neg_ev";"B_cross_ev_01";"Prev_ev";"C_ev";"Prev_proc";"Prop_wash";"C_wash";"C_chill";"C_proc";"breast_size";"carcass_size";"Size";"C_max";"T_avg_trans";"Time_gen_retail";"Time_gen_trans";"Time_gen_fridge";"G_retail";"G_trans";"G_fridge";"C_ret";"Carcass_fresh";"Breast_MAP";"C_pack";"C_pproc";"Prev_pproc";"R_ref";"Prev_home_cook";"C_home_cook";"prob_carrier"
67;0.118125412998915;0.03;1;0.999401913875598;0;0.145260334713385;1.41;4.61949693352748;10.1656305712115;3.3184232218191;3.1603957872667;5.5;6.5;2.96212826085065;-1.91;-1.95;-2.81469117424632;0.6;0.0195318998236641;6.8517955509874;0.0334664251101318;0.098600430557239;0.415495012653992;-0.931073515502351;-1.17448372367936;0.369158451911062;0.146214778873289;0.0403889380566068;0.163617402422255;0.182779206163548;1.97838117019273;0.25;7;37.0302227826483;-0.22270572054751;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.616302687523421;3.6663871999015;69.9206472011843;2.17834143077745;3.72054098947886;7.48731690358649;5.12901083236674;0.75;0.85;0.182656353263732;365;0.248;0.398042962638651;8.58;-0.139;1.03326619860552;63.086457208111;0.118125412998915;"n";0.999401913875598;0;0;0.0495445002654911;0;0.0495445002654911;0.0495445002654911;4.61949693352748;0.0495445002654911;0.00109111804730565;0.00504041647364493;20.1838749940227;1.03071346101746e-10;0;0;0.0495445002654911;1.86414667155903;7.72280818254372e-06;1;1;13.5554633000838;13.555471022892;0.0195318998236641;0.018564201607665;0;0.0495445002654911;13.555471022892;0.0495445002654911;0.0107373342433558;0.145549623198915;0.0212815059711199;3.51588202488415e-05;0.0664468314739623;0.257887096499396;0.0664468314739623;8172.96027129737;5.60392894653268;39.4103736021812;217.470283826243;121.080002121272;1;1;1;3.51588202488415e-05;1;1;3.51588202488415e-05;1;0.0313180971947039;0.647116462133531;0.0124659481915851;1;0.000678292850409323
68;0.183259735303839;0.03;1;0.999401913875598;0;0.00558902067132294;1.41;4.74267158507412;29.2810648855669;1.59335483144969;3.31603328064006;5.5;6.5;3.79599539199859;-1.91;-1.95;-2.58356233189745;0.6;0.0202234104726291;4.50153399552663;0.115120182561072;0.102918045430832;0.342154209967703;-0.910637409428726;-1.18360021667553;0.240259546786547;0.0599192857424426;0.0762326371807351;0.171066508636349;0.210753214248184;5.64901682315394;0.25;7;37.3438099649898;-0.22190749066167;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.613237503881101;2.99941337259752;69.9861363861149;2.2033781156193;2.97985727465502;10.6180095000712;5.02839210130274;0.75;0.85;0.15481644866367;365;0.248;0.398986285697952;8.58;-0.139;0.987583781253332;61.9476701421079;0.183259735303839;"n";0.999401913875598;0;0;0.00154089227123809;0;0.00154089227123809;0.00154089227123809;4.74267158507412;0.00154089227123809;0.000159957500051982;0.000758625890316027;648.974635453595;3.64775633465769e-18;0;0;0.00154089227123809;9.24149467392206;1.97908901520272e-06;1;1;25.4292412707293;25.4292432498183;0.0202234104726291;0.0201922483757337;0;0.00154089227123809;25.4292432498183;0.00154089227123809;0.00998331909384354;0.253868249677903;0.015211604193384;4.95930662687451e-05;0.0831482920445677;0.235261672719424;0.0831482920445677;10227.2399214818;6.7989333873631;26.7765816756876;10704.2971049468;111.326095856999;1;1;1;4.95930662687451e-05;1;1;4.95930662687451e-05;1;0.000974029683589626;0.931695183253341;0.000388624485614976;1;0.000678292850409323
69;0.158586168197816;0.03;1;0.999401913875598;0;0.336688223062083;1.41;4.53632041887512;25.9152507041891;1.87346349842846;3.96357672842367;5.5;6.5;4.50197182473552;-1.91;-1.95;-3.16720475569744;0.6;0.0199683974211477;5.28906631327564;0.129838677700764;0.109249006891753;0.900717013748363;-1.18681415691166;-1.21388674381988;0.383112187264487;0.141521848856313;0.0454032627113274;0.159096182077214;0.196094149306776;3.83826355426572;0.25;7;35.6582556209542;-0.170964008148947;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.646492855995893;3.69870815163336;69.9985447822787;2.1909583146028;7.2735156841824;-1.15920060558001;3.85506998205651;0.75;0.85;0.143367195197763;365;0.248;0.400798773379159;8.58;-0.139;1.40115873877372;62.8140071130711;0.158586168197816;"n";0.999401913875598;0;0;0.0930551537669522;0;0.0930551537669522;0.0930551537669522;4.53632041887512;0.0930551537669522;3.147952533869e-05;0.000142801213570396;10.7463150563848;4.66999848254615e-11;0;0;0.0930551537669522;2.84797168338284e-10;9.71688678267959e-08;0;1;20.3008304663405;9.71688678267959e-08;0.0199683974211477;0.0181102351286432;0;0.0930551537669522;9.71688678267959e-08;0.0930551537669522;0.0899587166576644;8.74118664877678e-09;1.23706889573301e-09;2.2339873854015e-12;0.10053362649712;0.311869005516397;0.10053362649712;12365.6360591457;3.0571575393012;5159.80028256536;24.8301025052657;39.0279185986739;1.01199626090016;1;1;2.26078688092444e-12;1;1;2.26078688092444e-12;1;0.0588220758010432;0.706078538691609;0.023575815828674;1;0.000678292850409323
70;0.136985949939213;0.03;1;0.999401913875598;0;0.129845201503485;1.41;4.58974604574724;7.07158700871294;2.36456341389567;3.68073754970621;5.5;6.5;4.02450561434515;-1.91;-1.95;-2.32339414179983;0.6;0.0190843887452653;4.02197873201125;0.127683706563964;0.0761181573755111;0.116439906647429;-0.997099296912408;-1.13158761198497;0.406481931218877;0.183123647656761;0.148696768646802;0.361830932529045;0.17464240008521;9.49689362524077;0.25;7;37.2048296042775;-0.199089094173814;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.643883895233739;2.27204299227081;69.3095472004019;2.19911161772397;1.56919124246086;13.7485981676102;3.06755329805993;0.75;0.85;0.141976526570561;365;0.248;0.400324313854312;8.58;-0.139;0.778562038620697;62.2692713576372;0.136985949939213;"n";0.999401913875598;0;0;0.0381944370115422;0;0.0381944370115422;0.0381944370115422;4.58974604574724;0.0381944370115422;9.45136174106821e-05;0.000433793501779946;26.1818232769815;2.82493282005804e-12;0;0;0.0381944370115422;2.43879415544344e-08;2.06010283706788e-06;0;1;38.1963041808916;2.06010283706788e-06;0.0190843887452653;0.0183554712614305;0;0.0381944370115422;2.06010283706788e-06;0.0381944370115422;0.0104579665488395;2.15444865572253e-08;3.94530496525115e-09;5.30673999879035e-11;0.0688868445484785;0.168576437198964;0.0688868445484785;8473.08187946286;7.65889470503552;14.5385675537942;987.685329468616;27.7284087696266;1;1.00081100721474;1;5.3110438032161e-11;1;1;5.3110438032161e-11;1;0.0241434888678782;0.840564958740914;0.00966522561508257;1;0.000678292850409323
71;0.0924164376810113;0.03;1;0.999401913875598;0;0.11836866021622;1.41;4.51038410078398;37.1036028809346;0.602647047489882;2.18071913504158;5.5;6.5;4.78984745065007;-1.91;-1.95;-2.93876297799718;0.6;0.0201417805200527;4.06840238783632;0.0667013713312974;0.109430288342205;0.550526746083051;-0.803180287166004;-1.18590878981222;0.248405995895155;0.130494438070749;0.128570149860135;0.067755178352897;0.183301700122599;6.30880826595239;0.25;7;38.1338678983814;-0.250597284747254;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.610911145363934;4.9773005571369;69.200563248972;2.16707067138723;1.42719028605513;19.9339823348766;7.97591402638044;0.75;0.85;0.18379551551696;365;0.248;0.399294568478902;8.58;-0.139;1.02516971425727;64.4239852687342;0.0924164376810113;"n";0.999401913875598;0;0;0.00671904548219817;0;0.00671904548219817;0.00671904548219817;4.51038410078398;0.00671904548219817;1.62237987096445e-05;7.31755637543001e-05;148.830663916394;2.28560170348366e-16;0;0;0.00671904548219817;0.0476513142667319;8.4256438758373e-08;0;1;25.6667706136022;8.4256438758373e-08;0.0201417805200527;0.0200064469806461;0;0.00671904548219817;8.4256438758373e-08;0.00671904548219817;0.0128016741579353;1.07862347469272e-09;1.40754364219945e-10;3.06538142231257e-13;0.0160396500558634;0.200929554329254;0.0160396500558634;1972.87695687119;10.6805863104659;14.6695092866966;33.6302427154044;478.344621056909;1;1.02405614022541;1.07827749680147;3.38484533222865e-13;1;1;1.90082241213519e-13;1;0.0042472467850016;0.421760640046707;0.00169590257224062;1;0.000678292850409323
72;0.128143940815148;0.03;1;0.999401913875598;15811.6602787108;0.436610428849235;1.41;4.52897591478512;7.06004848697226;1.12756837159395;3.34277731237933;5.5;6.5;4.05388920431075;-1.91;-1.95;-2.29320079830353;0.6;0.0200446437224918;8.12722479797482;0.0666475383950764;0.0775729727446168;0.928471355931833;-0.913772929897561;-1.24587349753772;0.428255599341355;0.164803806215502;0.272692244527312;0.20260497998255;0.167758259956934;2.43827521731146;0.25;7;36.3545322480733;-0.213451851063797;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.644183971220627;5.79519273967292;69.9446867761806;2.18887973572072;5.39305206825827;19.2488025736448;1.20729860712325;0.75;0.85;0.181334204093166;365;0.248;0.4017172989402;8.58;-0.139;1.09032061295383;63.7354134008552;0.128143940815148;"p";0.999401913875598;111631.088227232;0.90636418645216;0.0625502010352183;0.999635447892211;0.999658250699841;0.99996800002625;157399.834400397;0.99996800002625;8.83305217413944e-05;13.9032094945961;1.00003200099778;0.15597462345888;0;0;0.99996800002625;3.19470038604312e-10;0.0707806046778545;0;1;19.8164108104211;0.0707806046778545;0.0200446437224918;2.13271947913175e-06;0;0.99996800002625;0.0707806046778545;0.99996800002625;0.17419392520074;0.0123295513569173;0.00203195699254949;2.80657997982966e-05;0.115226055075953;0.247641636829234;0.115226055075953;14172.8047743422;12.3209273209515;156.835573691471;14.3045280305406;12.0694061896412;1;1.05811380846092;1;2.96968103120774e-05;1;1;1.81659432809306e-05;1;0.632100330987268;0.525747888652055;0.253925637623412;1;0.000678292850409323
73;0.135724800067614;0.03;1;0.999401913875598;0;0.00907660892698914;1.41;4.47607814095588;20.6111649487796;3.14058002550155;2.08744320354787;5.5;6.5;3.82329956536588;-1.91;-1.95;-2.63573671186381;0.6;0.0204093065909336;5.72581693210859;0.0879826978058232;0.106750796116029;0.580559140304103;-0.637220753970901;-1.17631853522014;0.176495465333574;0.059711290179489;0.218274521535044;0.00201149184308804;0.184735443994213;6.3694762904197;0.25;7;37.2637190288659;-0.207102445281595;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.632257742609363;4.42312906703384;70.3225810270827;2.21092950753053;4.85387994136275;9.04527831663469;13.9114893471273;0.75;0.85;0.186899430767842;365;0.248;0.400371449501614;8.58;-0.139;1.01494302562587;61.1972960033699;0.135724800067614;"n";0.999401913875598;0;0;0.00333578375321405;0;0.00333578375321405;0.00333578375321405;4.47607814095588;0.00333578375321405;0.000150210549422953;0.000672354156813052;299.779624214697;9.65555278502915e-17;0;0;0.00333578375321405;0.381249675524306;1.55546907947807e-06;0;1;36.4704551923493;1.55546907947807e-06;0.0204093065909336;0.0203412255575932;0;0.00333578375321405;1.55546907947807e-06;0.00333578375321405;0.0180738622668816;2.81133339028799e-08;1.67868343858772e-09;1.84259604726997e-13;0.0831205720368023;0.194145619988374;0.0831205720368023;10223.8303605267;6.94957912899872;93.4618607235128;169325.264674517;9.01154310792287;1;1;59.2301538734291;1.09137247406372e-11;1;1;1.09137247406372e-11;1;0.00210861749021289;1.1846112576515;0.000844230241000991;1;0.000678292850409323
74;0.18674667411607;0.03;1;0.999401913875598;0;0.477355717564933;1.41;4.56307012892529;7.78843508028501;2.19300817325711;2.09513917652057;5.5;6.5;3.96731052112546;-1.91;-1.95;-2.7186966054332;0.6;0.0187481928639245;3.90383925259656;0.0818178521459595;0.0823567728154336;0.470298514235765;-0.965773140421711;-1.12055747541762;0.257810695329681;0.146029697266473;0.189274328587087;0.0599887855035583;0.217388182244081;2.70483451755717;0.25;7;36.5031282840139;-0.150503830664265;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.649284480547067;2.62402898462923;69.2731936973933;2.20365726828206;3.32531260279883;1.34305029593266;1.77917373122114;0.75;0.85;0.175626133492145;365;0.248;0.400146882735613;8.58;-0.139;1.01634934157229;62.669786276698;0.18674667411607;"n";0.999401913875598;0;0;0.173989875085471;0;0.173989875085471;0.173989875085471;4.56307012892529;0.173989875085471;0.000107817554963269;0.000491979064426652;5.74746087672491;2.52242647697445e-09;0;0;0.173989875085471;3.7207692065534e-16;9.40264450997862e-07;1;1;10.5592391614178;10.5592401016822;0.0187481928639245;0.015486197129452;0;0.173989875085471;10.5592401016822;0.173989875085471;0.0103106173004428;0.108872283671935;0.0158985866253222;4.51294779851549e-05;0.0683863831157662;0.33630851668899;0.0683863831157662;8411.52512323925;2.33418144936575;30.2965511952865;18.7922292694867;15.0091296818351;1;1;1;4.51294779851549e-05;1;1;4.51294779851549e-05;1;0.109982577069539;0.739434496307704;0.0440091853696053;1;0.000678292850409323
75;0.101153520880169;0.03;1;0.999401913875598;0;0.461797582218423;1.41;4.53733115741462;19.046872394877;0.0458006877452135;2.15914643523706;5.5;6.5;5.57025343343612;-1.91;-1.95;-3.65112282964524;0.6;0.0196740292550233;3.13510109976713;0.0827236504913104;0.0935518810550419;0.775145660853013;-0.841023073750734;-1.19900751143733;0.209766469080932;0.200058317424313;0.501678773655296;0.178933315525901;0.165817480352164;7.16426623612642;0.25;7;35.9207105916793;-0.217186825767374;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.62969440195011;2.9482145501091;69.0924512889986;2.20375824563698;-0.96263892393878;9.79476641633493;6.43704184186133;0.75;0.85;0.135182942073673;365;0.248;0.398211992758249;8.58;-0.139;1.23082262053527;63.3530168329071;0.101153520880169;"n";0.999401913875598;0;0;0.00225006950965662;0;0.00225006950965662;0.00225006950965662;4.53733115741462;0.00225006950965662;2.68996461145792e-06;1.22052602439107e-05;444.430714566062;3.10220275487652e-19;0;0;0.00225006950965662;1.73792707906382e-11;2.72536211383487e-09;0;1;22.4606989559045;2.72536211383487e-09;0.0196740292550233;0.0196297613216645;0;0.00225006950965662;2.72536211383487e-09;0.00225006950965662;0.174453010874046;4.75447626480548e-10;9.51172521770818e-11;2.13459869500606e-12;0.0405348567566501;0.254199259869681;0.0405348567566501;4985.78738106797;4.41606374619808;6.20014336729427;58.8778830132972;1240.40509868355;1;1;1;2.13459869500606e-12;1;1;2.13459869500606e-12;1;0.00142231519584724;0.594197281069905;0.000566382968468669;1;0.000678292850409323
76;0.106117525831264;0.03;1;0.999401913875598;0;0.291655314620584;1.41;4.46369692128439;8.69908229443501;0.474955533631146;3.68881474167294;5.5;6.5;3.72356516801776;-1.91;-1.95;-2.28493182762957;0.6;0.0202522240834805;7.32518782194897;0.0676858828960384;0.104348396995021;0.254258782370016;-0.75752071246832;-1.20104127075891;0.497547717764974;0.0808105388767168;0.15797694854596;0.192987364732204;0.188222631700083;7.04715460771695;0.25;7;35.8048381740373;-0.259255111997337;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.630461545230355;5.1653568351125;70.6069048017636;2.19890041630339;-4.50478770434004;10.2575530106079;8.55071764693393;0.75;0.85;0.144232296015039;365;0.248;0.399285628450692;8.58;-0.139;1.05930857221141;63.751992243562;0.106117525831264;"n";0.999401913875598;0;0;0.0151329501967377;0;0.0151329501967377;0.0151329501967377;4.46369692128439;0.0151329501967377;0.000188988262374921;0.000843586324921821;66.0809681522363;9.36585091695089e-14;0;0;0.0151329501967377;0.31388577430578;4.37721323107733e-06;1;1;51.6217311118398;51.621735489053;0.0202522240834805;0.0199457481850521;0;0.0151329501967377;51.621735489053;0.0151329501967377;0.0164747444378455;0.850454899620206;0.068725718728653;0.000523819782212902;0.0332353017928143;0.222303393342457;0.0332353017928143;4087.94212051616;2.87638265313393;2.94626304935924;22.933588809907;162.167297420446;1;1;1.25303521134799;0.0006563646315134;0;0;0.0006563646315134;1;0.00956584893508654;0.522965546615117;0.00381950600371042;1;0.000678292850409323
77;0.131761463078115;0.03;1;0.999401913875598;0;0.0847517937654629;1.41;4.76441121449859;19.1746251158172;0.0850608423352242;3.75233640582775;5.5;6.5;4.88946665693333;-1.91;-1.95;-2.96443945209654;0.6;0.020272466469808;2.51245691404872;0.106276598219734;0.110504651867374;0.488782268716022;-0.724767622621733;-1.14539304813874;0.043584470055066;0.238773674603266;0.0720037322212018;0.00815515126113739;0.208146902825368;2.83701921766624;0.25;7;36.895268887502;-0.190589398834692;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.621415405976586;2.32541171178562;70.0107436778497;2.19604341635885;3.01919608671727;-3.32596910633372;1.0709240802335;0.75;0.85;0.119916918013707;365;0.248;0.397082491291542;8.58;-0.139;1.10313186956526;64.059571939618;0.131761463078115;"n";0.999401913875598;0;0;0.00101246306865713;0;0.00101246306865713;0.00101246306865713;4.76441121449859;0.00101246306865713;1.2898325813141e-05;6.14529281523856e-05;987.690347388516;4.66001529732426e-20;0;0;0.00101246306865713;5.31426727714101e-16;6.66965130438923e-08;0;1;7.12788854871464;6.66965130438923e-08;0.020272466469808;0.0202519413461967;0;0.00101246306865713;6.66965130438923e-08;0.00101246306865713;0.0140723600028398;9.38577342487755e-10;2.24107560965169e-10;3.28990643326857e-14;0.0268932557343827;0.272405536347812;0.0268932557343827;3307.87045532908;-0.153386509808222;26.5070388519821;8.20879486879908;11.948923016554;1;1;1;3.28990643326857e-14;0;1;3.28990643326857e-14;1;0.000639998720752819;0.473935783485599;0.000254132286459929;1;0.000678292850409323
78;0.141175949166374;0.03;1;1;16055.1112258817;0.322888459544629;1.41;4.55279282502708;19.8305343848386;2.60094017069787;3.00951423590208;5.5;6.5;3.52741756072207;-1.91;-1.95;-2.10720917602172;0.6;0.0193776712689811;3.7906892482815;0.0691335700723906;0.11151109214925;0.321950227720663;-0.613628749644529;-1.12270500672266;0.371676939539611;0.185979857252401;0.251930438069246;0.0581924937953718;0.152616651497076;9.37749951239675;0.25;7;36.2783134227626;-0.138342211862013;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.612667503906414;4.55841894851852;69.8001384945672;2.18247685444119;-0.828072133823108;-3.9147384379911;3.67186144601785;0.75;0.85;0.177348599503549;365;0.248;0.398660348212156;8.58;-0.139;1.1389647610172;62.4559304657687;0.141175949166374;"p";1;318381.435217255;0.870173638808908;0.105547641821116;0.997853885051702;0.998080402423572;0.999750785631701;448917.82365633;0.999750785631701;0.00029688102397885;133.275183169448;1.00024927649158;1.49373387240498;0;0;0.999750785631701;8.29483488797877e-09;1.04121427121592;0;1;35.5471865774074;1.04121427121592;0.0193776712689811;1.72290789938416e-05;0;0.999750785631701;1.04121427121592;0.999750785631701;0.0251720207471025;0.0262094672372265;0.00487443297544086;1.78653579682869e-05;0.0852211895624006;0.167111014210161;0.0852211895624006;10482.2063161753;-2.3714052859071;6.57476646334381;4.58754701997804;36.3736742258435;1;1;1;1.78653579682869e-05;1;1;1.78653579682869e-05;1;0.6319630253028;0.791818538093042;0.251938599724422;1;0.000678292850409323
79;0.177776442039084;0.03;1;0.999401913875598;0;0.0744278724305332;1.41;4.71494934664363;29.7964103068356;1.24522732105106;2.50690022521135;5.5;6.5;3.51411517856418;-1.91;-1.95;-2.38577119733934;0.6;0.0194188326425265;7.17837696897709;0.0822794678092554;0.0771938322338455;0.130879799136892;-0.850364151549471;-1.1174205987563;0.0878331070998684;0.16906307168946;0.201986017459466;0.105453774976438;0.150566158230069;2.16004289314151;0.25;7;39.2731472809499;-0.18123008189874;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.646169850532897;4.05357138193273;70.1718368969123;2.2218266521373;-3.99135762709522;3.77138065635064;5.24720600011519;0.75;0.85;0.140085609162618;365;0.248;0.402324182857434;8.58;-0.139;0.857494514854095;63.6050605991078;0.177776442039084;"n";0.999401913875598;0;0;0.0160996521739525;0;0.0160996521739525;0.0160996521739525;4.71494934664363;0.0160996521739525;0.000306115148280292;0.00144331741838188;62.1131431409365;2.10403429902146e-13;0;0;0.0160996521739525;9.52014594495783e-10;5.93732272132668e-06;0;1;15.5056021561296;5.93732272132668e-06;0.0194188326425265;0.0191061961913576;0;0.0160996521739525;5.93732272132668e-06;0.0160996521739525;0.0117159503266031;6.95613780760754e-08;1.17602602484932e-08;6.26239386541186e-11;0.0407893637972793;0.211040049405719;0.0407893637972793;5017.09174706536;-0.109988485372291;4.05207821947504;9.6837306905129;159.337772660174;1;1;1;6.26239386541186e-11;1;1;6.26239386541186e-11;1;0.0101769211291442;0.548146413299977;0.00409442147728752;1;0.000678292850409323
80;0.122128970105455;0.03;1;0.999401913875598;16027.6387013156;0.486083008698188;1.41;4.69715658868505;25.5516077283937;1.36757292971015;3.43992297162447;5.5;6.5;6.75050303935329;-1.91;-1.95;-1.92895922940832;0.6;0.0200338089005847;4.51735685565827;0.0572680293965915;0.0795288816651671;0.485159775242209;-0.877424306623538;-1.12055995814922;0.165841202717274;0.141302295180155;0.259828566502904;0.434166308620162;0.177727715403635;3.09081343049183;0.25;7;38.2108074151137;-0.221356418655809;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.610320664860774;5.96952135312782;69.3806405945108;2.17547304435837;0.0218459386450127;2.77508384927193;5.75146277599107;0.75;0.85;0.168525033216737;365;0.248;0.399505186499064;8.58;-0.139;1.05025126580691;63.0856746903285;0.122128970105455;"p";0.999401913875598;409531.936908438;0.570529367140739;0.0793140340206614;0.945384059229411;0.94971586981376;0.978404442786138;577440.031040898;0.978404442786138;1.77622083759507e-07;0.102566101559639;1.02207221908393;0.00104545281187416;0;0;0.978404442786138;6.97468107149538e-14;0.00120793793195428;0;1;13.9623072397929;0.00120793793195428;0.0200338089005847;0.00123673500535922;0;0.978404442786138;0.00120793793195428;0.978404442786138;0.0117126491735688;1.41481532204267e-05;1.9991665226068e-06;5.63808988981795e-08;0.0228645941062822;0.191216506259611;0.0228645941062822;2812.34507507271;1.39846489395847;9.40214097899756;14.5912917590546;293.700628416544;1;1;1;5.63808988981795e-08;1;1;3.38669102641062e-08;1;0.618469563134317;0.647278554117769;0.24708179816397;1;0.000678292850409323
81;0.12187109296071;0.03;1;0.999401913875598;0;0.35113911377266;1.41;4.55105330051775;30.791249431051;0.913305019959807;3.20650478171265;5.5;6.5;4.54581943415126;-1.91;-1.95;-2.81405936898722;0.6;0.0204605058609997;4.5673532884664;0.0842183626360757;0.0608147420610796;0.687870448455215;-0.704828870783159;-1.22465943493312;0.399067116552033;0.163365427153589;0.0591333343093613;0.124797892571538;0.185687933030585;1.02963795908727;0.25;7;37.4561312824441;-0.218137327341459;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.63142910458846;3.30866788302792;69.3985605367731;2.1993185140128;1.19241396127472;0.957963838007075;5.72626463541458;0.75;0.85;0.171748600390118;365;0.248;0.398394843219356;8.58;-0.139;0.83125821236844;62.554062843612;0.12187109296071;"n";0.999401913875598;0;0;0.0392999214696386;0;0.0392999214696386;0.0392999214696386;4.55105330051775;0.0392999214696386;2.84564398989791e-05;0.000129506774723234;25.4453434664636;9.56125540158464e-13;0;0;0.0392999214696386;7.94364611635349e-15;1.98716129099917e-07;0;1;4.70272031836706;1.98716129099917e-07;0.0204605058609997;0.0196564095874333;0;0.0392999214696386;1.98716129099917e-07;0.0392999214696386;0.276063937693843;5.48583570826009e-08;8.9619589377432e-09;1.65341768264897e-11;0.00876115221866099;0.238706270490498;0.00876115221866099;1077.6217228953;1.0751888996409;12.9257581158092;12.4193341698028;268.713147390556;1;1;1;1.65341768264897e-11;1;1;1.65341768264897e-11;1;0.0248422883213064;0.767335453846061;0.0098970395609769;1;0.000678292850409323
82;0.123965613240979;0.03;1;0.999401913875598;0;0.17307856422849;1.41;4.69712775266;23.1008886708157;2.80820361617953;2.33136302405093;5.5;6.5;3.48242738740534;-1.91;-1.95;-2.85852788175044;0.6;0.0205052218343596;2.20954855633068;0.116519642425177;0.0874047139536011;0.939920607954264;-0.628976228740607;-1.10021728349472;0.351122903171927;0.18921162354671;0.436459466285272;0.406604058261738;0.140995635460163;1.35393888060935;0.25;7;36.7259198469052;-0.180290088150689;0.33;0.47;123000;1495.3;303.4;111.6;71.9;0.627672847453505;2.04895992623025;69.5875842408477;2.1999371874467;-0.310807162220788;3.94270531239646;5.59229943249281;0.75;0.85;0.160653776048984;365;0.248;0.400674946262963;8.58;-0.139;0.986986597987614;62.5086451974319;0.123965613240979;"n";0.999401913875598;0;0;0.0537262127260565;0;0.0537262127260565;0.0537262127260565;4.69712775266;0.0537262127260565;0.00032928550417354;0.00154669608020218;18.6128883697587;4.51692979899021e-11;0;0;0.0537262127260565;8.88638280345029e-10;2.14228429073455e-06;0;1;2.99159369901036;2.14228429073455e-06;0.0205052218343596;0.0194035539240918;0;0.0537262127260565;2.14228429073455e-06;0.0537262127260565;0.317481648822068;6.80135948868019e-07;1.286896271178e-07;5.7095144625907e-09;0.0605865717405792;0.229036246889631;0.0605865717405792;7452.14832409124;1.81594907508784;7.77030033841686;15.4536098826425;209.579061572885;1;1;1;5.7095144625907e-09;1;1;5.7095144625907e-09;1;0.0339614436121368;0.778571169154168;0.0136074995943056;1;0.000678292850409323
